pmid,pmcid,doi,title,year,xml_path,source_url
nan,PMC7733874,nan,A New Era for Space Life Science: International Standards for Space Omics Processing,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC7733874.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733874/
nan,PMC7828077,nan,Knowledge Network Embedding of Transcriptomic Data from Spaceflown Mice Uncovers Signs and Symptoms Associated with Terrestrial Diseases,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC7828077.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7828077/
nan,PMC8044432,nan,NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC8044432.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/
nan,PMC11166911,nan,Spatially resolved multiomics on the neuronal effects induced by spaceflight in mice,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11166911.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166911/
nan,PMC11167097,nan,Biological horizons: pioneering open science in the cosmos,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11167097.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167097/
nan,PMC11094041,nan,Inspiration4 data access through the NASA Open Science Data Repository,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11094041.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/
nan,PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11053165.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/
nan,PMC11403809,nan,Celebrating 30 years of access to NASA space life sciences data,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11403809.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11403809/
nan,PMC8513672,nan,Dichotomous effects on lymphatic transport with loss of caveolae in mice.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC8513672.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8513672/
nan,PMC11126634,nan,Fungal diversity differences in the indoor dust microbiome from built environments on Earth and in space.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11126634.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11126634/
nan,PMC11386075,nan,Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11386075.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11386075/
nan,PMC3502426,nan,Aging and estrogen status: A possible endothelium-dependent vascular coupling mechanism in bone remodeling.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3502426.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3502426/
nan,PMC3856860,nan,Chronic skeletal unloading of the rat femur: mechanisms and functional consequences of vascular remodeling.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3856860.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3856860/
nan,PMC3615599,nan,Differential effects of aging and exercise on intra-abdominal adipose arteriolar function and blood flow regulation.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3615599.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3615599/
nan,PMC4050424,nan,Effects of spaceflight and ground recovery on mesenteric artery and vein constrictor properties in mice.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4050424.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4050424/
nan,PMC3659353,nan,"Spaceflight-induced alterations in cerebral artery vasoconstrictor, mechanical, and structural properties: Implications for elevated cerebral perfusion and intracranial pressure",,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3659353.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3659353/
nan,PMC4169763,nan,Exercise training augments regional bone and marrow blood flow during exercise.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4169763.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4169763/
nan,PMC4398884,nan,Effects of Skeletal Unloading on the Vasomotor Properties of the Rat Femur Principal Nutrient Artery,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4398884.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4398884/
nan,PMC4379453,nan,Type 2 diabetes alters bone and marrow blood flow and vascular control mechanisms in the ZDF rat.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4379453.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4379453/
nan,PMC4385880,nan,Spaceflight on the Bion-M1 biosatellite alters cerebral artery vasomotor and mechanical properties in mice,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4385880.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4385880/
nan,PMC4964660,nan,Apollo Lunar Astronauts Show Higher Cardiovascular Disease Mortality: Possible Deep Space Radiation Effects on the Vascular Endothelium,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4964660.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4964660/
nan,PMC5866446,nan,Effects of age and exercise training on coronary microvascular smooth muscle phenotype and function,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5866446.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5866446/
nan,PMC6165321,nan,Impact of Spaceflight and Artificial Gravity on the Mouse Retina: Biochemical and Proteomic Analysis.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6165321.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6165321/
nan,PMC7339929,nan,Simulated microgravity induces regionally distinct neurovascular and structural remodeling of skeletal muscle and cutaneous arteries in the rat,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC7339929.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7339929/
nan,PMC8220224,nan,Spaceflight decelerates the epigenetic clock orchestrated with a global alteration in DNA methylome and transcriptome in the mouse retina,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC8220224.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8220224/
nan,PMC2910419,nan,Development of otolith receptors in Japanese quail.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC2910419.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2910419/
nan,PMC3166430,nan,Spatial and temporal characteristics of vestibular convergence,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3166430.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3166430/
nan,PMC6615562,nan,Bone remodeling is regulated by inner ear vestibular signals,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6615562.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6615562/
nan,PMC7324008,nan,Simulated Microgravity Enhances Oligodendrocyte Mitochondrial Function and Lipid Metabolism,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC7324008.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7324008/
nan,PMC8412175,nan,Human Neural Stem Cells Flown into Space Proliferate and Generate Young Neurons,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC8412175.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8412175/
nan,PMC10607959,nan,Delayed Maturation of Oligodendrocyte Progenitors by Microgravity: Implications for Multiple Sclerosis and Space Flight,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC10607959.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10607959/
nan,PMC9699585,nan,Space Microgravity Alters Neural Stem Cell Division: Implications for Brain Cancer Research on Earth and in Space,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC9699585.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9699585/
nan,PMC9953055,nan,Oligodendrocyte Progenitors Display Enhanced Proliferation and Autophagy after Space Flight,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC9953055.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953055/
nan,PMC10528075,nan,Metabolomics profile of the secretome of space-flown oligodendrocytes.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC10528075.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10528075/
nan,PMC10813126,nan,Metabolomic profiling of the secretome from human neural stem cells flown into space.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC10813126.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813126/
nan,PMC10390562,nan,"Strategies, research priorities, and challenges for the exploration of space beyond low-Earth orbit",,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC10390562.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10390562/
nan,PMC4290804,nan,Spaceflight Induces Specific Alterations in the Proteomes of Arabidopsis,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4290804.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4290804/
nan,PMC5515520,nan,The effect of spaceflight on the gravity-sensing auxin gradient of roots: GFP reporter gene microscopy on orbit.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5515520.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515520/
nan,PMC5286820,nan,Skewing in Arabidopsis roots involves disparate environmental signaling pathways.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5286820.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5286820/
nan,PMC5470433,nan,"Data for characterization of SALK_084889, a T-DNA insertion line of Arabidopsis thaliana",,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5470433.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5470433/
nan,PMC5491145,nan,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5491145.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5491145/
nan,PMC5996828,nan,Phenotypic characterization of an Arabidopsis T- DNA insertion line SALK_063500,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5996828.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5996828/
nan,PMC6201722,nan,Utilization of single‐image normalized difference vegetation index (SI‐NDVI) for early plant stress detection,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6201722.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6201722/
nan,PMC6240453,nan,Comparing RNA-Seq and microarray gene expression data in two zones of the Arabidopsis root apex relevant to spaceflight.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6240453.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6240453/
nan,PMC6447593,nan,Spaceflight-induced alternative splicing during seedling development in Arabidopsis thaliana.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6447593.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6447593/
nan,PMC7264257,nan,The Plant Health Monitoring System of the EDEN ISS Space Greenhouse in Antarctica during the 2018 experiment phase,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC7264257.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7264257/
nan,PMC7064724,nan,Root skewing-associated genes impact the spaceflight response of Arabidopsis thaliana.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC7064724.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7064724/
nan,PMC6379395,nan,Articular cartilage and sternal fibrocartilage respond differently to extended microgravity.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6379395.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6379395/
nan,PMC4187166,nan,Host-microbe interactions in microgravity: assessment and implications.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4187166.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187166/
nan,PMC5219934,nan,Environmental cues and symbiont microbe-associated molecular patterns function in concert to drive the daily remodelling of the crypt-cell brush border of the Euprymna scolopes light organ,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5219934.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5219934/
nan,PMC6386654,nan,Symbiotic organs shaped by distinct modes of genome evolution in cephalopods.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6386654.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6386654/
nan,PMC7940393,nan,Modeled microgravity alters lipopolysaccharide and outer membrane vesicle production of the beneficial symbiont Vibrio fischeri,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC7940393.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7940393/
nan,PMC9023564,nan,Emergence of novel cephalopod gene regulation and expression through large-scale genome reorganization,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC9023564.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9023564/
nan,PMC9389742,nan,Modeled microgravity alters apoptotic gene expression and caspase activity in the squid-vibrio symbiosis,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC9389742.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9389742/
nan,PMC2824534,nan,In vitro generation of mechanically functional cartilage grafts based on adult human stem cells and 3D-woven poly(epsilon-caprolactone) scaffolds,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC2824534.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2824534/
nan,PMC2991213,nan,Chondrogenesis and mineralization during in vitro culture of human mesenchymal stem cells on three-dimensional woven scaffolds,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC2991213.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2991213/
nan,PMC8269219,nan,Microbiome metadata standards: Report of the National Microbiome Data Collaborative's workshop and follow-on activities.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC8269219.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8269219/
nan,PMC11362537,nan,Spaceflight alters host-gut microbiota interactions,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11362537.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11362537/
nan,PMC9111996,nan,Asparagine biosynthesis as a mechanism of increased host lethality induced by Serratia marcescens in simulated microgravity environments,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC9111996.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9111996/
nan,PMC10308117,nan,Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC10308117.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/
nan,PMC10233975,nan,Characterization of metagenome-assembled genomes from the International Space Station,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC10233975.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/
nan,PMC10848226,nan,Biocontrol in built environments to reduce pathogen exposure and infection risk.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC10848226.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10848226/
nan,PMC3329368,nan,Extracellular nucleotides elicit cytosolic free calcium oscillations in Arabidopsis.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3329368.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3329368/
nan,PMC12008199,nan,"Calcium, mechanical signaling, and tip growth",,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC12008199.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/
nan,PMC12008199,nan,Gravitropism and mechanical signaling in plants.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC12008199.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/
nan,PMC4035928,nan,"Salt stress-induced Ca2+ waves are associated with rapid, long-distance root-to-shoot signaling in plants.",,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4035928.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4035928/
nan,PMC12008199,nan,Gravitropic signaling in plants,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC12008199.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/
nan,PMC5181587,nan,Wortmannin-induced vacuole fusion enhances amyloplast dynamics in Arabidopsis zigzag1 hypocotyls.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5181587.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5181587/
nan,PMC4936552,nan,A ROS-assisted calcium wave dependent on AtRBOHD and TPC1 propagates the systemic response to salt stress in Arabidopsis roots,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4936552.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4936552/
nan,PMC7610290,nan,"ROS, calcium and electric signals: Key mediators of rapid systemic signaling in plants",,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC7610290.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7610290/
nan,PMC5614317,nan,Real-time In Vivo Recording of Arabidopsis Calcium Signals During Insect Feeding Using a Fluorescent Biosensor,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5614317.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5614317/
nan,PMC5677518,nan,"Orchestrating rapid long-distance signaling in plants with Ca2+ , ROS, and electrical signals",,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5677518.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5677518/
nan,PMC11850895,nan,"Glutamate triggers long-distance, calcium-based plant defense signaling.",,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11850895.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11850895/
nan,PMC7076552,nan,Test of Arabidopsis Space Transcriptome: A discovery environment to explore multiple plant biology spaceflight experiments.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC7076552.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7076552/
nan,PMC7414185,nan,Tonoplast-localized Ca2+ pumps regulate Ca2+ signals during pattern-triggered immunity in Arabidopsis thaliana.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC7414185.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7414185/
nan,PMC8133610,nan,The fast and the furious: Rapid long-range signaling in plants.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC8133610.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8133610/
nan,PMC8113475,nan,Rad-Bio-App: A discovery environment for biologists to explore spaceflight-related radiation exposures,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC8113475.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8113475/
nan,PMC9706465,nan,The vacuolar H+/Ca transporter CAX1 participates in submergence and anoxia stress responses.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC9706465.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9706465/
nan,PMC10027818,nan,Meta-analysis of the space flight and microgravity response of the Arabidopsis plant transcriptome,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC10027818.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10027818/
nan,PMC3337602,nan,"Low-dose, ionizing radiation and age-related changes in skeletal microarchitecture",,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3337602.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3337602/
nan,PMC4490751,nan,Ionizing Radiation Stimulates Expression of Pro-Osteoclastogenic Genes in Marrow and Skeletal Tissue,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4490751.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4490751/
nan,PMC5132293,nan,Preservation of Multiple Mammalian Tissues to Maximize Science Return from Ground Based and Spaceflight Experiments,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5132293.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5132293/
nan,PMC11747068,nan,Hindlimb Unloading: Rodent Analog for Microgravity,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11747068.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11747068/
nan,PMC5666834,nan,Redox Signaling and Its Impact on Skeletal and Vascular Responses to Spaceflight,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5666834.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666834/
nan,PMC6753329,nan,Influence of social isolation during prolonged simulated weightlessness by hindlimb unloading,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6753329.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6753329/
nan,PMC7012842,nan,Validation of a new Rodent experimental System to investigate consequences of Long Duration Space Habitation,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC7012842.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012842/
nan,PMC4405755,nan,Skeletal tissue regulation by catalase over-expression in mitochondria,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4405755.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4405755/
nan,PMC8260663,nan,Overexpression of catalase in mitochondria mitigates changes in hippocampal cytokine expression following simulated microgravity and isolation.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC8260663.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8260663/
nan,PMC4647464,nan,An extensive allelic series of Drosophila kae1 mutants reveals diverse and tissue-specific requirements for t6A biogenesis,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4647464.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4647464/
nan,PMC5659752,nan,Novel Organelles with Elements of Bacterial and Eukaryotic Secretion Systems Weaponize Parasites of Drosophila,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5659752.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5659752/
nan,PMC6372189,nan,A combined computational strategy of sequence and structural analysis predicts the existence of a functional eicosanoid pathway in Drosophila melanogaster.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6372189.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6372189/
nan,PMC6945029,nan,Immune suppressive extracellular vesicle proteins of Leptopilina heterotoma are encoded in the wasp genome.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6945029.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6945029/
nan,PMC7000411,nan,Spaceflight and simulated microgravity conditions increase virulence of Serratia marcescens in the Drosophila melanogaster infection model.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC7000411.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7000411/
nan,PMC8191917,nan,A parasitoid wasp of Drosophila employs preemptive and reactive strategies to deplete its host's blood cells,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC8191917.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8191917/
nan,PMC9865768,nan,In Silico Analysis of a Drosophila Parasitoid Venom Peptide Reveals Prevalence of the Cation–Polar–Cation Clip Motif in Knottin Proteins,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC9865768.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9865768/
nan,PMC10797188,nan,Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC10797188.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/
nan,PMC10797188,nan,Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC10797188.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/
nan,PMC7555395,nan,Simultaneous exposure of cultured human lymphoblastic cells to simulated microgravity and radiation increases chromosome aberrations,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC7555395.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555395/
nan,PMC4309212,nan,Genes required for survival in microgravity revealed by genome-wide yeast deletion collections cultured during spaceflight.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4309212.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309212/
nan,PMC6560652,nan,Physical Forces Modulate Oxidative Status and Stress Defense Meditated Metabolic Adaptation of Yeast Colonies: Spaceflight and Microgravity Simulations,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6560652.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6560652/
nan,PMC6321533,nan,Effects of space flight on mouse liver versus kidney: Gene pathway analyses.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6321533.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6321533/
nan,PMC12040010,nan,Yeast in Space,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC12040010.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040010/
nan,PMC11833055,nan,Endocrine Effects of Space Flight,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11833055.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11833055/
nan,PMC9146534,nan,Role of shear stress on renal proximal tubular cells for nephrotoxicity assays,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC9146534.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9146534/
nan,PMC11492218,nan,Bone hemodynamic responses to changes in external pressure.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11492218.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11492218/
nan,PMC6339989,nan,Back pain in space and post-flight spine injury: Mechanisms and countermeasure development,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6339989.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6339989/
